source_id,source_telescope,disposition,period,period_err_upper,period_err_lower,duration,duration_err_upper,duration_err_lower,transit_midpoint,transit_midpoint_err_upper,transit_midpoint_err_lower,depth,depth_err_upper,depth_err_lower,planet_radius,planet_radius_err_upper,planet_radius_err_lower,equilibrium_temp,insolation_flux,stellar_magnitude,stellar_temp,stellar_temp_err_upper,stellar_temp_err_lower,stellar_radius,stellar_radius_err_upper,stellar_radius_err_lower,stellar_logg,stellar_logg_err_upper,stellar_logg_err_lower,ra,dec
K00538.01,KOI,CONFIRMED,21.21712312,6.192e-05,-6.192e-05,5.89,0.16,-0.16,171.64936,0.00231,-0.00231,636.0,13.0,-13.0,2.97,0.99,-0.33,706.0,58.63,14.56,6191.0,169.0,-206.0,1.007,0.335,-0.112,4.438,0.07,-0.21,294.95145,48.651192
K00539.01,KOI,FALSE POSITIVE,200.0,,,7.27,,,171.27413,,,,,,,,,,,14.133,,,,,,,,,,292.97882,48.99667
K00586.01,KOI,CONFIRMED,15.77980122,4.673e-05,-4.673e-05,4.0369,0.074,-0.074,175.96934,0.00234,-0.00234,541.4,15.8,-15.8,2.11,0.62,-0.2,713.0,60.96,14.608,5941.0,160.0,-178.0,0.911,0.266,-0.089,4.519,0.048,-0.204,282.7868,46.244991
K00587.01,KOI,CONFIRMED,14.03490255,2.387e-05,-2.387e-05,3.638,0.0598,-0.0598,171.60491,0.0013,-0.0013,851.8,15.9,-15.9,2.41,0.32,-0.28,641.0,39.97,14.574,5258.0,158.0,-142.0,0.785,0.102,-0.091,4.513,0.095,-0.086,298.38483,46.276039
K00588.01,KOI,CONFIRMED,10.35586478,2.054e-05,-2.054e-05,2.8431,0.0515,-0.0515,175.68106,0.0016,-0.0016,660.9,15.5,-15.5,1.92,0.05,-0.11,620.0,34.93,14.337,4646.0,74.0,-83.0,0.778,0.019,-0.044,4.539,0.054,-0.012,282.45059,46.3214
K00094.01,KOI,CONFIRMED,22.342964828,3.404e-06,-3.404e-06,6.66405,0.0039,-0.0039,132.741641,0.000128,-0.000128,5612.8,5.3,-5.3,9.99,1.82,-1.5,785.0,89.61,12.205,6181.0,111.0,-135.0,1.331,0.243,-0.199,4.234,0.143,-0.117,297.33307,41.891121
K00590.01,KOI,CONFIRMED,11.38840217,3.81e-05,-3.81e-05,3.6949,0.0829,-0.0829,174.55377,0.00255,-0.00255,438.0,14.0,-14.0,3.04,0.49,-0.59,979.0,216.55,14.615,5876.0,79.0,-79.0,1.456,0.233,-0.284,4.151,0.162,-0.108,296.4986,46.57724
K00435.01,KOI,CONFIRMED,20.5498184,2.349e-05,-2.349e-05,5.5484,0.0746,-0.0746,178.946396,0.000931,-0.000931,1564.3,13.6,-13.6,4.04,0.54,-0.4,657.0,44.11,14.534,5688.0,113.0,-101.0,0.971,0.13,-0.095,4.415,0.1,-0.1,289.78052,49.89653
K00435.02,KOI,CANDIDATE,934.09418462,0.0,0.0,17.489,0.177,-0.177,657.26877,0.00128,-0.00128,8709.6,63.6,-63.6,7.89,3.32,-0.59,177.0,0.23,14.534,5937.0,162.0,-155.0,0.832,0.35,-0.062,4.559,0.03,-0.297,289.78052,49.89653
K00436.01,KOI,CANDIDATE,199.83920527,4.532e-05,-4.532e-05,4.378,0.0138,-0.0138,225.35896,0.000175,-0.000175,44490.0,126.0,-126.0,21.48,4.95,-1.75,276.0,1.36,14.74,5457.0,164.0,-147.0,0.869,0.2,-0.071,4.548,0.028,-0.171,286.65689,50.021568
K01437.03,KOI,FALSE POSITIVE,17.4217322,0.0003135,-0.0003135,4.718,0.468,-0.468,145.9011,0.0137,-0.0137,208.4,25.8,-25.8,1.42,0.45,-0.18,727.0,65.92,15.28,6052.0,163.0,-199.0,0.967,0.304,-0.121,4.456,0.07,-0.21,284.84662,49.692402
K00437.01,KOI,CANDIDATE,15.84132627,6.488e-06,-6.488e-06,1.8215,0.0234,-0.0234,177.142109,0.000331,-0.000331,31083.0,284.0,-284.0,16.84,1.76,-1.6,575.0,25.77,14.497,5119.0,154.0,-154.0,0.702,0.073,-0.067,4.575,0.072,-0.048,296.61859,50.022011
K00438.01,KOI,CONFIRMED,5.931196562,5.348e-06,-5.348e-06,2.4999,0.0528,-0.0528,174.796908,0.000706,-0.000706,1007.4,12.6,-12.6,2.01,0.12,-0.13,562.0,23.5,14.258,3984.0,71.0,-86.0,0.539,0.031,-0.035,4.72,0.03,-0.03,288.49582,51.08194
K00072.01,KOI,CONFIRMED,0.837491225,3.03e-07,-3.03e-07,1.796,0.0104,-0.0104,131.574858,0.000282,-0.000282,190.4,1.2,-1.2,1.43,0.08,-0.06,1980.0,3630.32,10.961,5676.0,85.0,-68.0,1.044,0.057,-0.042,4.347,0.03,-0.03,285.67938,50.241299
K00490.03,KOI,CONFIRMED,7.40611676,1.392e-05,-1.392e-05,2.8826,0.0522,-0.0522,134.07481,0.00146,-0.00146,417.9,9.1,-9.1,1.37,0.1,-0.05,678.0,49.89,14.023,4799.0,95.0,-95.0,0.692,0.054,-0.021,4.631,0.012,-0.048,292.65842,38.34539
K00490.04,KOI,CONFIRMED,21.803708,0.0001361,-0.0001361,3.369,0.157,-0.157,139.07199,0.00494,-0.00494,246.4,14.4,-14.4,1.11,0.09,-0.03,473.0,11.82,14.023,4799.0,95.0,-95.0,0.692,0.054,-0.021,4.631,0.012,-0.048,292.65842,38.34539
K00491.01,KOI,FALSE POSITIVE,4.66229074,1.657e-05,-1.657e-05,3.73,0.172,-0.172,169.65558,0.00291,-0.00291,345.4,14.1,-14.1,24.12,6.89,-2.47,1166.0,437.35,14.367,6191.0,172.0,-216.0,1.025,0.293,-0.105,4.454,0.05,-0.2,290.62134,38.695499
K00492.01,KOI,CONFIRMED,29.9111886,9.444e-05,-9.444e-05,6.6436,0.0927,-0.0927,194.71129,0.00251,-0.00251,942.0,21.1,-21.1,2.9,0.29,-0.35,541.0,20.31,14.424,5275.0,78.0,-78.0,0.969,0.096,-0.117,4.397,0.12,-0.08,295.18292,38.654228
K00493.01,KOI,FALSE POSITIVE,2.908453928,6.116e-06,-6.116e-06,2.5363,0.0834,-0.0834,170.12474,0.00158,-0.00158,427.5,12.7,-12.7,19.44,5.29,-1.77,1181.0,459.47,14.722,5786.0,155.0,-155.0,0.824,0.224,-0.075,4.558,0.046,-0.184,286.0705,38.975101
K00494.01,KOI,CONFIRMED,25.69581456,5.824e-05,-5.824e-05,4.0251,0.0791,-0.0791,188.78889,0.00175,-0.00175,1130.8,29.0,-29.0,1.7,0.21,-0.33,314.0,2.3,14.885,3787.0,163.0,-204.0,0.477,0.061,-0.092,4.775,0.096,-0.056,294.71194,39.073761
K00540.01,KOI,FALSE POSITIVE,25.70280003,3.8e-05,-3.8e-05,3.1644,0.0598,-0.0598,194.82512,0.00117,-0.00117,5623.8,97.7,-97.7,33.1,6.7,-3.92,562.0,23.68,14.917,5532.0,165.0,-149.0,0.835,0.169,-0.099,4.488,0.108,-0.132,297.76697,49.446659
K00541.01,KOI,CONFIRMED,13.64617478,3.407e-05,-3.407e-05,3.4098,0.0651,-0.0651,180.34991,0.00205,-0.00205,633.0,16.6,-16.6,2.06,0.47,-0.16,678.0,49.89,14.748,5569.0,149.0,-166.0,0.829,0.187,-0.067,4.566,0.038,-0.152,288.92157,49.762032
K00007.01,KOI,CONFIRMED,3.213668926,1.09e-06,-1.09e-06,3.98235,0.00911,-0.00911,123.611878,0.000274,-0.000274,727.8,2.5,-2.5,4.13,0.26,-0.23,1515.0,1244.44,12.211,5795.0,69.0,-77.0,1.545,0.097,-0.087,4.101,0.033,-0.027,285.61533,50.13575
K00085.03,KOI,CONFIRMED,8.13121389,1.902e-05,-1.902e-05,4.2386,0.0554,-0.0554,137.99254,0.00188,-0.00188,111.8,2.2,-2.2,1.58,0.06,-0.1,1117.0,368.36,11.018,6181.0,68.0,-86.0,1.424,0.056,-0.085,4.22,0.033,-0.027,288.68869,41.15118
K00542.01,KOI,CONFIRMED,41.8854433,0.0001514,-0.0001514,6.763,0.225,-0.225,178.6919,0.00301,-0.00301,687.4,15.5,-15.5,3.28,0.88,-0.6,540.0,20.05,14.35,5735.0,155.0,-155.0,1.028,0.279,-0.186,4.356,0.175,-0.193,295.57135,49.774578
K00542.02,KOI,CONFIRMED,13.81733587,9.263e-05,-9.263e-05,4.261,0.119,-0.119,135.03413,0.00537,-0.00537,223.2,12.2,-12.2,2.04,0.55,-0.37,781.0,88.04,14.35,5735.0,155.0,-155.0,1.028,0.279,-0.186,4.356,0.175,-0.193,295.57135,49.774578
K00597.03,KOI,CONFIRMED,52.8148051,0.0003846,-0.0003846,7.309,0.15,-0.15,164.90456,0.00535,-0.00535,553.7,21.0,-21.0,3.33,0.53,-0.73,562.0,23.57,14.915,5565.0,83.0,-66.0,1.439,0.229,-0.315,4.117,0.201,-0.093,291.97144,47.86417
K00598.01,KOI,CONFIRMED,8.30783912,1.144e-05,-1.144e-05,3.1516,0.0332,-0.0332,171.17201,0.00104,-0.00104,777.5,13.2,-13.2,2.15,0.36,-0.18,751.0,75.09,14.813,5320.0,159.0,-143.0,0.786,0.132,-0.066,4.589,0.028,-0.105,288.12097,47.966671
K00598.02,KOI,CONFIRMED,34.0963441,0.0001948,-0.0001948,3.896,0.121,-0.121,153.82654,0.00467,-0.00467,472.7,23.4,-23.4,1.71,0.28,-0.15,469.0,11.42,14.813,5320.0,159.0,-143.0,0.786,0.132,-0.066,4.589,0.028,-0.105,288.12097,47.966671
K00599.01,KOI,CONFIRMED,6.45442931,1.25e-05,-1.25e-05,2.6772,0.0547,-0.0547,173.21478,0.00146,-0.00146,586.1,15.1,-15.1,2.48,0.75,-0.26,999.0,234.98,14.854,6092.0,181.0,-200.0,0.943,0.289,-0.096,4.496,0.052,-0.221,296.12073,47.921478
K00600.01,KOI,CONFIRMED,3.595769013,9.383e-06,-9.383e-06,3.1569,0.0636,-0.0636,170.36915,0.00205,-0.00205,383.7,9.7,-9.7,2.39,0.38,-0.38,1296.0,666.88,14.827,5762.0,78.0,-78.0,1.196,0.191,-0.191,4.283,0.137,-0.112,286.24982,48.06094
K00438.02,KOI,CONFIRMED,52.6615266,0.000136,-0.000136,3.1592,0.0745,-0.0745,183.52054,0.00214,-0.00214,1078.1,29.3,-29.3,1.87,0.11,-0.12,271.0,1.28,14.258,3984.0,71.0,-86.0,0.539,0.031,-0.035,4.72,0.03,-0.03,288.49582,51.08194
K00439.01,KOI,CONFIRMED,1.902208647,4.14e-07,-4.14e-07,2.19877,0.00854,-0.00854,170.449657,0.000175,-0.000175,2343.5,7.3,-7.3,4.45,0.53,-0.33,1346.0,778.26,14.313,5400.0,107.0,-107.0,0.937,0.113,-0.07,4.463,0.06,-0.097,296.40686,51.35815
K01613.03,KOI,CANDIDATE,20.605501,0.0002593,-0.0002593,3.793,0.302,-0.302,146.5069,0.0102,-0.0102,37.1,3.6,-3.6,0.85,0.04,-0.03,806.0,99.53,11.049,6099.0,79.0,-85.0,1.308,0.054,-0.054,4.193,0.016,-0.018,285.47659,41.632717
K00440.01,KOI,CONFIRMED,15.90688891,2.554e-05,-2.554e-05,3.9879,0.044,-0.044,177.9305,0.00128,-0.00128,924.7,13.4,-13.4,2.35,0.16,-0.12,588.0,28.32,14.172,5097.0,101.0,-101.0,0.797,0.052,-0.042,4.554,0.036,-0.05,290.29651,37.749489
K00440.02,KOI,CONFIRMED,4.973455252,4.43e-06,-4.43e-06,1.6519,0.0276,-0.0276,170.885791,0.000711,-0.000711,741.6,13.1,-13.1,2.46,0.16,-0.13,867.0,133.55,14.172,5097.0,101.0,-101.0,0.797,0.052,-0.042,4.554,0.036,-0.05,290.29651,37.749489
K00441.01,KOI,FALSE POSITIVE,30.5528972,0.00013,-0.00013,5.269,0.179,-0.179,173.90269,0.00345,-0.00345,865.2,28.5,-28.5,30.74,5.26,-2.43,670.0,47.63,14.532,6284.0,75.0,-75.0,1.138,0.195,-0.09,4.349,0.066,-0.123,290.96353,38.472542
K00495.01,KOI,FALSE POSITIVE,4.804469031,7.651e-06,-7.651e-06,3.4587,0.0853,-0.0853,169.63529,0.0013,-0.0013,744.4,14.7,-14.7,3.35,0.61,-0.37,953.0,194.68,14.873,5470.0,162.0,-162.0,0.809,0.147,-0.09,4.528,0.067,-0.114,289.31018,39.132221
K00496.01,KOI,CONFIRMED,1.616883373,2.284e-06,-2.284e-06,1.6325,0.0413,-0.0413,169.80396,0.00111,-0.00111,437.3,12.2,-12.2,4.47,1.01,-2.18,1774.0,2342.49,14.411,4868.0,73.0,-65.0,1.816,0.409,-0.885,3.902,0.069,-0.138,288.75494,39.563648
K02593.02,KOI,CANDIDATE,9.5539134,0.0001577,-0.0001577,5.261,0.269,-0.269,135.5281,0.0138,-0.0138,26.8,2.2,-2.2,0.68,0.11,-0.07,1012.0,247.86,11.714,6175.0,110.0,-134.0,1.307,0.22,-0.135,4.299,0.072,-0.108,281.83533,44.155918
K00497.01,KOI,CONFIRMED,13.19322809,3.205e-05,-3.205e-05,5.0036,0.0726,-0.0726,175.6096,0.00203,-0.00203,585.7,12.4,-12.4,2.94,0.5,-0.37,862.0,130.35,14.606,5946.0,71.0,-79.0,1.223,0.207,-0.155,4.309,0.11,-0.121,294.71017,39.8251
K00082.02,KOI,CONFIRMED,10.31174786,1.226e-05,-1.226e-05,3.1818,0.0314,-0.0314,134.07991,0.001,-0.001,275.9,3.6,-3.6,1.34,0.09,-0.05,634.0,38.13,11.492,4900.0,98.0,-98.0,0.741,0.048,-0.03,4.602,0.017,-0.049,281.48273,47.208031
K00497.02,KOI,CONFIRMED,4.42535097,1.714e-05,-1.714e-05,3.504,0.106,-0.106,134.56312,0.00327,-0.00327,179.0,9.0,-9.0,1.63,0.28,-0.21,1240.0,559.22,14.606,5946.0,71.0,-79.0,1.223,0.207,-0.155,4.309,0.11,-0.121,294.71017,39.8251
K00543.01,KOI,CONFIRMED,4.302139338,4.644e-06,-4.644e-06,2.0289,0.0326,-0.0326,173.438922,0.000884,-0.000884,747.2,12.9,-12.9,2.46,0.12,-0.19,937.0,182.7,14.707,5041.0,83.0,-75.0,0.857,0.041,-0.066,4.479,0.077,-0.033,296.1514,50.09581
K00543.02,KOI,CONFIRMED,3.137845914,7.008e-06,-7.008e-06,1.91,0.0577,-0.0577,133.55689,0.00189,-0.00189,305.7,11.2,-11.2,1.5,0.07,-0.11,1041.0,277.64,14.707,5041.0,83.0,-75.0,0.857,0.041,-0.066,4.479,0.077,-0.033,296.1514,50.09581
K03209.02,KOI,CANDIDATE,6.77067637,5.734e-05,-5.734e-05,5.982,0.184,-0.184,133.34914,0.00695,-0.00695,65.8,3.7,-3.7,1.9,0.41,-0.61,1499.0,1193.45,11.915,6337.0,76.0,-82.0,2.335,0.503,-0.755,3.893,0.253,-0.136,285.92322,42.54985
K00544.01,KOI,FALSE POSITIVE,3.74782314,1.112e-05,-1.112e-05,5.133,0.114,-0.114,171.66634,0.00236,-0.00236,423.4,9.1,-9.1,25.59,8.27,-2.74,1253.0,583.52,14.763,6161.0,184.0,-221.0,1.053,0.34,-0.113,4.454,0.054,-0.216,291.02252,50.259109
K00545.01,KOI,FALSE POSITIVE,1.09173174,2.619e-06,-2.619e-06,1.9719,0.0667,-0.0667,170.37724,0.00188,-0.00188,186.9,6.9,-6.9,1.07,0.2,-0.08,1488.0,1153.1,14.689,5354.0,159.0,-159.0,0.788,0.143,-0.061,4.587,0.028,-0.119,296.25949,50.344372
K00546.01,KOI,CONFIRMED,20.68420772,5.168e-05,-5.168e-05,6.4415,0.0731,-0.0731,170.19034,0.00198,-0.00198,858.5,15.3,-15.3,3.28,1.1,-0.37,729.0,66.83,14.896,6246.0,167.0,-223.0,1.092,0.365,-0.122,4.433,0.056,-0.224,289.83011,50.586239
K00590.02,KOI,CONFIRMED,50.6985408,0.000266,-0.000266,5.972,0.12,-0.12,141.31813,0.00367,-0.00367,610.9,21.3,-21.3,3.58,0.57,-0.7,595.0,29.58,14.615,5876.0,79.0,-79.0,1.456,0.233,-0.284,4.151,0.162,-0.108,296.4986,46.57724
K00591.01,KOI,FALSE POSITIVE,2.9926465,1.462e-05,-1.462e-05,1.81,0.145,-0.145,170.80128,0.00408,-0.00408,105.9,8.0,-8.0,0.89,0.23,-0.07,1170.0,443.12,14.396,5718.0,136.0,-170.0,0.863,0.221,-0.074,4.549,0.042,-0.168,289.8533,46.787151
K00787.03,KOI,CANDIDATE,0.589376952,6.484e-06,-6.484e-06,1.71,0.252,-0.252,131.8694,0.0109,-0.0109,80.7,8.8,-8.8,0.93,0.14,-0.07,2162.0,5161.1,15.367,5714.0,77.0,-77.0,1.015,0.148,-0.079,4.428,0.063,-0.117,295.81616,51.121738
K00592.01,KOI,CONFIRMED,39.7529915,0.0001149,-0.0001149,4.9641,0.0726,-0.0726,175.46244,0.0023,-0.0023,549.3,15.7,-15.7,2.37,0.72,-0.31,568.0,24.54,14.292,6072.0,182.0,-182.0,1.01,0.308,-0.132,4.411,0.105,-0.195,294.46268,46.821449
K00593.01,KOI,CONFIRMED,9.99760285,2.627e-05,-2.627e-05,3.4423,0.0746,-0.0746,171.78828,0.00204,-0.00204,638.7,18.3,-18.3,2.82,0.87,-0.29,860.0,129.18,14.957,6004.0,181.0,-199.0,0.977,0.302,-0.101,4.484,0.052,-0.208,294.98914,46.838329
K00593.02,KOI,CONFIRMED,90.4117992,0.0004656,-0.0004656,7.106,0.169,-0.169,208.5028,0.0038,-0.0038,1265.0,37.2,-37.2,3.96,1.22,-0.41,413.0,6.86,14.957,6004.0,181.0,-199.0,0.977,0.302,-0.101,4.484,0.052,-0.208,294.98914,46.838329
K00442.01,KOI,CONFIRMED,13.54057461,3.461e-05,-3.461e-05,4.4673,0.0635,-0.0635,171.67762,0.00207,-0.00207,461.0,9.1,-9.1,2.17,0.31,-0.26,779.0,87.1,14.002,5767.0,115.0,-104.0,1.014,0.145,-0.119,4.389,0.099,-0.11,291.09723,38.87561
K00442.02,KOI,CONFIRMED,1.732346403,3.201e-06,-3.201e-06,2.2139,0.05,-0.05,134.53123,0.00155,-0.00155,182.4,5.2,-5.2,1.37,0.19,-0.16,1546.0,1345.92,14.002,5767.0,115.0,-104.0,1.014,0.145,-0.119,4.389,0.099,-0.11,291.09723,38.87561
K01815.02,KOI,CANDIDATE,1.74610057,1.245e-05,-1.245e-05,1.299,0.203,-0.203,131.7921,0.0054,-0.0054,54.2,7.1,-7.1,1.24,0.79,-0.72,1689.0,1924.75,13.884,4854.0,145.0,-116.0,1.749,1.119,-1.017,3.939,0.637,-0.343,281.45718,46.746471
K00442.03,KOI,CONFIRMED,7.0257409,2.348e-05,-2.348e-05,2.245,0.0807,-0.0807,133.62713,0.00283,-0.00283,190.7,9.7,-9.7,1.56,0.23,-0.18,969.0,208.92,14.002,5767.0,115.0,-104.0,1.014,0.145,-0.119,4.389,0.099,-0.11,291.09723,38.87561
K00443.01,KOI,CONFIRMED,16.21774917,2.713e-05,-2.713e-05,4.9274,0.0462,-0.0462,180.0425,0.00136,-0.00136,758.3,10.9,-10.9,2.22,0.59,-0.16,664.0,45.87,14.2,5837.0,158.0,-158.0,0.798,0.211,-0.056,4.577,0.033,-0.187,285.51685,38.9324
K00444.01,KOI,CONFIRMED,11.72291212,2.566e-05,-2.566e-05,4.2064,0.0526,-0.0526,177.3196,0.00165,-0.00165,492.2,9.6,-9.6,2.08,0.26,-0.21,766.0,81.46,14.112,5550.0,110.0,-110.0,0.953,0.12,-0.098,4.431,0.095,-0.095,290.52942,38.942661
K00498.01,KOI,FALSE POSITIVE,8.661374,0.0003845,-0.0003845,2.972,0.532,-0.532,177.5427,0.01,-0.01,160.1,33.3,-33.3,1.32,0.49,-0.12,945.0,188.16,14.66,6250.0,166.0,-192.0,0.986,0.37,-0.09,4.472,0.047,-0.272,291.02249,39.917629
K00499.01,KOI,CONFIRMED,9.66857386,1.899e-05,-1.899e-05,2.4656,0.0554,-0.0554,174.53483,0.00162,-0.00162,411.7,13.0,-13.0,1.9,0.33,-0.19,730.0,67.06,14.272,5288.0,184.0,-184.0,0.836,0.148,-0.08,4.541,0.051,-0.119,295.00204,39.95293
K00500.01,KOI,CONFIRMED,7.053527145,5.913e-06,-5.913e-06,2.3982,0.0262,-0.0262,176.474146,0.000649,-0.000649,1480.1,17.4,-17.4,2.16,0.12,-0.12,547.0,21.17,14.804,4041.0,72.0,-88.0,0.567,0.031,-0.031,4.697,0.024,-0.027,296.11258,39.978779
K00500.02,KOI,CONFIRMED,9.521644639,8.947e-06,-8.947e-06,2.3569,0.0279,-0.0279,177.484839,0.000726,-0.000726,1491.3,20.2,-20.2,2.16,0.12,-0.12,495.0,14.2,14.804,4041.0,72.0,-88.0,0.567,0.031,-0.031,4.697,0.024,-0.027,296.11258,39.978779
K00500.03,KOI,CONFIRMED,3.072146607,3.508e-06,-3.508e-06,1.8732,0.0286,-0.0286,134.030017,0.000941,-0.000941,539.0,12.9,-12.9,1.3,0.07,-0.07,722.0,64.09,14.804,4041.0,72.0,-88.0,0.567,0.031,-0.031,4.697,0.024,-0.027,296.11258,39.978779
K00500.04,KOI,CONFIRMED,4.645382149,6.142e-06,-6.142e-06,2.0271,0.0343,-0.0343,134.58939,0.00107,-0.00107,565.5,15.0,-15.0,1.33,0.08,-0.07,629.0,36.9,14.804,4041.0,72.0,-88.0,0.567,0.031,-0.031,4.697,0.024,-0.027,296.11258,39.978779
K00546.02,KOI,CONFIRMED,9.82578495,3.793e-05,-3.793e-05,5.2498,0.088,-0.088,131.42495,0.00336,-0.00336,433.3,12.7,-12.7,2.66,0.88,-0.3,935.0,180.36,14.896,6246.0,167.0,-223.0,1.092,0.365,-0.122,4.433,0.056,-0.224,289.83011,50.586239
K00547.01,KOI,CONFIRMED,25.30291816,2.886e-05,-2.886e-05,4.4903,0.0412,-0.0412,188.060148,0.000901,-0.000901,2105.7,19.5,-19.5,3.95,0.22,-0.37,535.0,19.39,14.773,5121.0,84.0,-76.0,0.888,0.049,-0.084,4.457,0.091,-0.039,294.5704,50.673019
K00548.01,KOI,CONFIRMED,21.30020491,3.986e-05,-3.986e-05,4.0852,0.0474,-0.0474,189.70595,0.0015,-0.0015,659.8,12.2,-12.2,2.99,0.47,-0.28,725.0,65.37,14.02,6008.0,77.0,-83.0,1.168,0.186,-0.109,4.35,0.076,-0.123,289.50067,51.68573
K00087.01,KOI,CONFIRMED,289.864067,0.00121,-0.00121,7.565,0.108,-0.108,133.69719,0.00214,-0.00214,529.1,10.5,-10.5,2.34,0.22,-0.23,257.0,1.03,11.664,5516.0,82.0,-74.0,0.886,0.08,-0.089,4.446,0.104,-0.064,289.2175,47.88446
K00549.01,KOI,FALSE POSITIVE,10.29767658,3.297e-05,-3.297e-05,6.649,0.129,-0.129,131.73374,0.00294,-0.00294,655.5,13.1,-13.1,39.14,5.69,-8.55,1022.0,258.09,14.565,5671.0,76.0,-76.0,1.608,0.234,-0.351,4.075,0.189,-0.081,289.79907,38.555061
K00593.03,KOI,CONFIRMED,51.0674355,0.0003497,-0.0003497,4.374,0.169,-0.169,147.60941,0.0057,-0.0057,597.5,34.3,-34.3,2.44,0.76,-0.25,499.0,14.69,14.957,6004.0,181.0,-199.0,0.977,0.302,-0.101,4.484,0.052,-0.208,294.98914,46.838329
K00595.01,KOI,FALSE POSITIVE,199.99763493,,,3.43,,,250.97231,,,,,,,,,,,14.949,,,,,,,,,,298.70157,47.337315
K00596.01,KOI,CONFIRMED,1.682695938,1.253e-06,-1.253e-06,1.3867,0.023,-0.023,170.453117,0.000599,-0.000599,703.8,11.2,-11.2,1.23,0.1,-0.14,750.0,74.7,14.818,3669.0,73.0,-91.0,0.47,0.041,-0.051,4.787,0.054,-0.041,283.74069,47.516289
K00597.01,KOI,CONFIRMED,17.30795548,5.552e-05,-5.552e-05,5.1126,0.0763,-0.0763,176.94326,0.00236,-0.00236,633.0,14.2,-14.2,3.56,0.57,-0.78,815.0,104.37,14.915,5565.0,83.0,-66.0,1.439,0.229,-0.315,4.117,0.201,-0.093,291.97144,47.86417
K00094.02,KOI,CONFIRMED,10.423677439,7.173e-06,-7.173e-06,5.2257,0.021,-0.021,138.009041,0.000584,-0.000584,777.3,4.1,-4.1,3.72,0.67,-0.56,1012.0,247.48,12.205,6181.0,111.0,-135.0,1.331,0.243,-0.199,4.234,0.143,-0.117,297.33307,41.891121
K00597.02,KOI,CONFIRMED,2.09227115,5.814e-06,-5.814e-06,2.4062,0.0716,-0.0716,133.06258,0.00217,-0.00217,207.6,7.9,-7.9,2.06,0.33,-0.45,1648.0,1746.66,14.915,5565.0,83.0,-66.0,1.439,0.229,-0.315,4.117,0.201,-0.093,291.97144,47.86417
K00072.02,KOI,CONFIRMED,45.29422297,5.6e-05,-5.6e-05,6.83,0.0343,-0.0343,138.678725,0.000987,-0.000987,477.1,3.7,-3.7,2.26,0.12,-0.09,524.0,17.75,10.961,5676.0,85.0,-68.0,1.044,0.057,-0.042,4.347,0.03,-0.03,285.67938,50.241299
K00445.01,KOI,FALSE POSITIVE,260.20717331,,,6.59,,,258.34887,,,,,,,,,,,14.707,,,,,,,,,,296.18063,39.435452
K00446.01,KOI,CONFIRMED,16.70920628,3.617e-05,-3.617e-05,2.7052,0.0725,-0.0725,174.75417,0.00177,-0.00177,839.8,23.1,-23.1,2.27,0.18,-0.2,500.0,14.73,14.427,4621.0,124.0,-137.0,0.668,0.054,-0.059,4.605,0.052,-0.028,284.03223,39.78133
K00446.02,KOI,CONFIRMED,28.55158187,8.917e-05,-8.917e-05,4.1502,0.0837,-0.0837,185.47672,0.00245,-0.00245,807.8,24.1,-24.1,1.97,0.16,-0.17,418.0,7.21,14.427,4621.0,124.0,-137.0,0.668,0.054,-0.059,4.605,0.052,-0.028,284.03223,39.78133
K00447.01,KOI,FALSE POSITIVE,4.045057186,5.323e-06,-5.323e-06,2.9954,0.06,-0.06,172.68365,0.00108,-0.00108,752.7,14.5,-14.5,30.33,7.32,-3.94,1126.0,381.17,14.865,5906.0,177.0,-177.0,0.87,0.21,-0.113,4.473,0.094,-0.175,294.58817,40.165051
K00448.01,KOI,CONFIRMED,10.13958818,2.076e-05,-2.076e-05,2.6446,0.0517,-0.0517,178.45074,0.00157,-0.00157,1155.9,31.8,-31.8,1.68,0.13,-0.13,447.0,9.41,14.902,3893.0,78.0,-85.0,0.5,0.037,-0.041,4.758,0.04,-0.036,297.07016,40.86879
K00448.02,KOI,CONFIRMED,43.5859419,0.0001807,-0.0001807,4.6814,0.0975,-0.0975,194.6107,0.00278,-0.00278,1708.7,46.8,-46.8,2.05,0.15,-0.17,275.0,1.35,14.902,3893.0,78.0,-85.0,0.5,0.037,-0.041,4.758,0.04,-0.036,297.07016,40.86879
K00500.05,KOI,CONFIRMED,0.986785834,6.98e-07,-6.98e-07,1.1879,0.018,-0.018,133.171292,0.000613,-0.000613,450.0,9.5,-9.5,1.19,0.07,-0.06,1054.0,292.35,14.804,4041.0,72.0,-88.0,0.567,0.031,-0.031,4.697,0.024,-0.027,296.11258,39.978779
K00501.01,KOI,CANDIDATE,24.7962801,0.0001067,-0.0001067,8.33,0.107,-0.107,170.32595,0.00362,-0.00362,574.4,15.1,-15.1,2.7,0.45,-0.32,664.0,45.92,14.612,5770.0,78.0,-78.0,1.141,0.189,-0.138,4.333,0.11,-0.11,298.47321,40.075871
K00502.01,KOI,FALSE POSITIVE,5.91037674,2.154e-05,-2.154e-05,3.421,0.101,-0.101,171.15166,0.00281,-0.00281,256.9,8.8,-8.8,1.38,0.32,-0.22,937.0,182.47,14.276,5515.0,165.0,-165.0,0.867,0.204,-0.136,4.443,0.136,-0.204,293.83701,40.41275
