source_id,source_telescope,disposition,period,period_err_upper,period_err_lower,duration,duration_err_upper,duration_err_lower,transit_midpoint,transit_midpoint_err_upper,transit_midpoint_err_lower,depth,depth_err_upper,depth_err_lower,planet_radius,planet_radius_err_upper,planet_radius_err_lower,equilibrium_temp,insolation_flux,stellar_magnitude,stellar_temp,stellar_temp_err_upper,stellar_temp_err_lower,stellar_radius,stellar_radius_err_upper,stellar_radius_err_lower,stellar_logg,stellar_logg_err_upper,stellar_logg_err_lower,ra,dec
K07259.01,KOI,CANDIDATE,0.721522907,4.3e-08,-4.3e-08,1.4521,0.0076,-0.0076,131.7091421,5.02e-05,-5.02e-05,22528.0,18.4,-18.4,11.04,0.97,-0.88,1475.0,1115.99,15.069,4893.0,146.0,-146.0,0.625,0.055,-0.05,4.634,0.06,-0.035,288.49091,46.804989
K07260.01,KOI,FALSE POSITIVE,7.09520543,3.77e-07,-3.77e-07,3.69044,0.00221,-0.00221,135.3715105,4.42e-05,-4.42e-05,232680.0,47.6,-47.6,50.23,10.58,-3.81,813.0,103.28,15.137,5481.0,166.0,-149.0,0.778,0.164,-0.059,4.592,0.034,-0.136,288.6192,46.802971
K07261.01,KOI,FALSE POSITIVE,0.651731691,1.4e-07,-1.4e-07,2.4602,0.0105,-0.0105,131.751463,0.000179,-0.000179,20524.0,61.0,-61.0,71.9,19.93,-27.35,2604.0,10815.86,13.879,5791.0,157.0,-157.0,1.472,0.408,-0.56,4.052,0.458,-0.183,289.09744,46.811081
K07262.01,KOI,FALSE POSITIVE,0.50818743,2.424e-06,-2.424e-06,3.433,0.151,-0.151,131.63064,0.00389,-0.00389,54.9,2.8,-2.8,1.26,0.49,-0.16,3274.0,27312.92,13.313,7141.0,195.0,-335.0,1.56,0.596,-0.199,4.243,0.06,-0.225,292.85281,46.85136
K07263.01,KOI,FALSE POSITIVE,2.73398963,,,1.52,,,133.755464,,,,,,,,,,25373.9,11.727,,,,,,,,,,294.62296,46.826469
K07264.01,KOI,CANDIDATE,19.1644498,0.0002905,-0.0002905,3.553,0.482,-0.482,141.3045,0.0121,-0.0121,63.8,10.5,-10.5,1.83,0.26,-0.6,988.0,225.26,13.314,5877.0,78.0,-78.0,2.234,0.314,-0.733,3.86,0.3,-0.1,295.04248,46.863991
K07265.01,KOI,FALSE POSITIVE,40.069674617,8.192e-06,-8.192e-06,9.3564,0.0103,-0.0103,153.018227,0.000158,-0.000158,41865.0,49.7,-49.7,27.38,8.16,-4.4,588.0,28.2,14.458,5911.0,166.0,-208.0,1.207,0.36,-0.194,4.321,0.124,-0.186,296.4682,46.85178
K07893.01,KOI,FALSE POSITIVE,55.884827,0.00101,-0.00101,2.283,0.457,-0.457,140.6478,0.0143,-0.0143,497.6,97.6,-97.6,2.11,0.6,-0.19,438.0,8.7,15.873,5668.0,169.0,-186.0,0.868,0.248,-0.078,4.545,0.035,-0.196,285.1973,44.64661
K07393.01,KOI,FALSE POSITIVE,3.75938475,1.908e-05,-1.908e-05,1.188,0.142,-0.142,134.13833,0.00407,-0.00407,133.1,15.7,-15.7,3.1,2.21,-0.55,1677.0,1868.97,12.917,4976.0,125.0,-100.0,2.638,1.874,-0.472,3.534,0.169,-0.169,292.2048,48.417881
K07394.01,KOI,FALSE POSITIVE,10.6840477,2.774e-06,-2.774e-06,3.515,0.0114,-0.0114,134.084445,0.000216,-0.000216,81901.0,228.0,-228.0,26.43,1.97,-1.98,444.0,9.21,15.774,3887.0,77.0,-93.0,0.523,0.039,-0.039,4.743,0.031,-0.038,293.79077,48.401421
K07395.01,KOI,FALSE POSITIVE,2.00280845,,,1.22,,,132.06909,,,,,,,,,,15763.18,11.696,,,,,,,,,,294.90292,48.477211
K07396.01,KOI,FALSE POSITIVE,10.67459836,7.38e-07,-7.38e-07,3.82706,0.00177,-0.00177,138.8847317,6.21e-05,-6.21e-05,16676.0,5.8,-5.8,68.58,12.75,-8.5,1083.0,325.55,10.81,6496.0,77.0,-83.0,1.485,0.276,-0.184,4.212,0.095,-0.116,296.82587,48.443378
K07397.01,KOI,FALSE POSITIVE,2.305097141,1.068e-06,-1.068e-06,1.9378,0.0209,-0.0209,133.705069,0.000369,-0.000369,5880.0,50.3,-50.3,89.22,25.07,-22.57,2753.0,13581.41,13.866,8851.0,246.0,-422.0,2.178,0.612,-0.551,4.085,0.155,-0.155,297.39349,48.410751
K07398.01,KOI,FALSE POSITIVE,0.974477904,9.6e-08,-9.6e-08,2.69834,0.0035,-0.0035,132.370903,7.95e-05,-7.95e-05,8846.9,7.0,-7.0,618.37,118.8,-475.1,5205.0,172916.96,10.282,5210.0,136.0,-250.0,15.004,2.882,-11.529,2.631,0.824,-0.145,298.52713,48.418591
K07399.01,KOI,FALSE POSITIVE,18.525917446,1.358e-06,-1.358e-06,5.9056,0.0031,-0.0031,144.1948764,5.73e-05,-5.73e-05,455660.0,186.0,-186.0,64.42,15.47,-5.52,618.0,34.58,15.124,5492.0,180.0,-164.0,0.887,0.213,-0.076,4.533,0.044,-0.176,298.80557,48.471989
K07400.01,KOI,CANDIDATE,4.15736472,3.936e-05,-3.936e-05,2.217,0.207,-0.207,132.85855,0.00905,-0.00905,200.7,21.4,-21.4,1.09,0.14,-0.1,931.0,178.03,15.517,5183.0,154.0,-154.0,0.782,0.098,-0.072,4.558,0.045,-0.078,286.40033,48.521961
K07525.01,KOI,FALSE POSITIVE,0.502454299,4e-08,-4e-08,2.31547,0.0021,-0.0021,131.9221686,6.57e-05,-6.57e-05,37454.0,16.5,-16.5,43.95,13.17,-4.39,2336.0,7025.25,13.532,6134.0,166.0,-184.0,0.901,0.27,-0.09,4.498,0.052,-0.208,291.27692,51.135712
K07526.01,KOI,FALSE POSITIVE,27.308150159,3.938e-06,-3.938e-06,4.43906,0.00874,-0.00874,143.504361,0.000113,-0.000113,388000.0,645.0,-645.0,47.06,8.09,-4.33,523.0,17.75,15.529,5541.0,180.0,-163.0,0.739,0.127,-0.068,4.574,0.064,-0.096,291.3735,51.153381
K07527.01,KOI,FALSE POSITIVE,1.262742487,1.126e-06,-1.126e-06,1.7433,0.0423,-0.0423,132.19792,0.000771,-0.000771,15911.0,323.0,-323.0,134.45,40.41,-94.29,2548.0,9925.41,13.573,5273.0,185.0,-167.0,3.15,0.947,-2.209,3.621,0.84,-0.21,295.32907,51.137798
K07528.01,KOI,FALSE POSITIVE,0.59586463,,,1.5,,,131.9392,,,,,,,,,,931.51,14.343,,,,,,,,,,295.33847,51.105068
K07529.01,KOI,FALSE POSITIVE,1.222127938,4.18e-07,-4.18e-07,2.2613,0.0148,-0.0148,131.81559,0.000287,-0.000287,2486.5,13.6,-13.6,30.32,4.43,-3.52,1470.0,1107.41,14.73,5157.0,170.0,-139.0,0.87,0.127,-0.101,4.465,0.108,-0.144,296.23392,51.141869
K07530.01,KOI,FALSE POSITIVE,8.627475562,1.164e-06,-1.164e-06,4.65505,0.00516,-0.00516,139.9908385,9.62e-05,-9.62e-05,36784.0,31.8,-31.8,188.55,55.69,-139.2,1446.0,1031.92,13.835,5146.0,183.0,-203.0,4.063,1.2,-2.999,3.475,0.872,-0.218,296.34995,51.12344
K07531.01,KOI,FALSE POSITIVE,0.589753355,1.701e-06,-1.701e-06,0.606,0.195,-0.195,131.83147,0.0024,-0.0024,216.0,21.6,-21.6,1.03,0.17,-0.07,1760.0,2262.14,15.832,5414.0,163.0,-163.0,0.678,0.108,-0.046,4.648,0.03,-0.096,289.33759,51.20903
K07532.01,KOI,FALSE POSITIVE,2.751566365,2.353e-06,-2.353e-06,5.2403,0.0539,-0.0539,131.562267,0.000711,-0.000711,72609.0,493.0,-493.0,42.98,9.18,-4.95,1171.0,445.35,15.311,5461.0,164.0,-147.0,0.861,0.184,-0.099,4.497,0.074,-0.137,296.38013,51.209721
K07533.01,KOI,FALSE POSITIVE,0.760935268,4.5e-08,-4.5e-08,2.77023,0.00134,-0.00134,131.6357605,4.84e-05,-4.84e-05,370600.0,424.0,-424.0,35.68,1.88,-2.24,1285.0,640.66,12.402,4675.0,152.0,-138.0,0.511,0.027,-0.032,4.74,0.046,-0.025,296.44193,51.224319
K03019.02,KOI,CANDIDATE,2.012094,1.945e-05,-1.945e-05,2.157,0.257,-0.257,131.5688,0.00726,-0.00726,74.8,9.5,-9.5,0.99,0.16,-0.15,1523.0,1274.27,14.927,5633.0,76.0,-76.0,1.162,0.179,-0.179,4.296,0.15,-0.113,298.40137,44.838181
K03051.02,KOI,FALSE POSITIVE,1.33258772,2.022e-05,-2.022e-05,5.187,0.47,-0.47,132.0314,0.0178,-0.0178,70.8,5.9,-5.9,1.13,0.19,-0.22,1825.0,2625.26,15.276,5576.0,83.0,-75.0,1.289,0.208,-0.254,4.201,0.188,-0.101,295.19968,46.832321
K03053.02,KOI,CANDIDATE,9.4767057,0.0001668,-0.0001668,3.893,0.413,-0.413,134.7294,0.0159,-0.0159,230.5,29.7,-29.7,1.38,0.43,-0.14,841.0,118.13,15.761,5911.0,177.0,-195.0,0.914,0.281,-0.094,4.519,0.048,-0.204,292.25464,37.97142
K03068.02,KOI,CANDIDATE,6.65171459,5.745e-05,-5.745e-05,2.325,0.239,-0.239,137.6781,0.00785,-0.00785,151.5,17.5,-17.5,0.84,0.09,-0.06,713.0,61.01,14.976,4889.0,146.0,-131.0,0.686,0.074,-0.049,4.637,0.032,-0.059,290.26028,38.354988
K03344.03,KOI,CANDIDATE,208.54335,0.0166,-0.0166,9.851,0.611,-0.611,230.9934,0.0374,-0.0374,614.6,60.5,-60.5,2.84,0.42,-0.52,321.0,2.52,15.254,5533.0,83.0,-74.0,1.166,0.174,-0.212,4.275,0.168,-0.112,289.66489,50.020039
K03348.02,KOI,CANDIDATE,17.7189786,0.0003257,-0.0003257,4.102,0.428,-0.428,138.8021,0.0133,-0.0133,176.8,20.2,-20.2,1.44,0.22,-0.2,713.0,61.01,15.246,5566.0,83.0,-75.0,1.099,0.168,-0.153,4.329,0.132,-0.108,294.69406,45.86684
K03395.02,KOI,CANDIDATE,5.0395851,0.0001184,-0.0001184,4.556,0.624,-0.624,133.828,0.0146,-0.0146,70.1,9.5,-9.5,0.78,0.3,-0.1,1067.0,306.35,14.634,5912.0,164.0,-161.0,0.924,0.362,-0.108,4.453,0.082,-0.082,286.54041,38.3326
K03425.03,KOI,CANDIDATE,7.64370363,6.183e-05,-6.183e-05,2.738,0.182,-0.182,137.87526,0.00765,-0.00765,70.9,5.9,-5.9,1.85,0.43,-0.74,1334.0,748.7,13.266,6120.0,195.0,-217.0,2.0,0.467,-0.801,3.934,0.398,-0.133,300.31619,45.49538
K06345.01,KOI,FALSE POSITIVE,1.353414369,4.606e-06,-4.606e-06,13.416,0.603,-0.603,131.67312,0.0027,-0.0027,610.2,9.1,-9.1,216.31,55.41,-76.18,3617.0,40561.5,12.318,4850.0,95.0,-143.0,8.586,2.199,-3.024,2.865,0.225,-0.164,294.94058,38.635689
K06346.01,KOI,FALSE POSITIVE,2.9590637,0.0003305,-0.0003305,28.81,2.5,-2.5,133.9227,0.0812,-0.0812,23.6,3.7,-3.7,0.65,0.3,-0.15,1564.0,1415.74,12.913,6192.0,161.0,-184.0,1.322,0.614,-0.298,4.195,0.21,-0.21,288.01553,38.709862
K06347.01,KOI,FALSE POSITIVE,1.806631432,8.092e-06,-8.092e-06,1.102,0.135,-0.135,132.23663,0.00393,-0.00393,217.5,25.8,-25.8,1.05,0.07,-0.09,1059.0,297.98,15.278,4606.0,138.0,-138.0,0.699,0.045,-0.06,4.591,0.052,-0.028,291.06226,38.787151
K06348.01,KOI,FALSE POSITIVE,15.066491533,3.011e-06,-3.011e-06,6.2852,0.0103,-0.0103,140.655427,0.000168,-0.000168,106050.0,142.0,-142.0,88.56,14.6,-21.89,932.0,177.96,14.213,5751.0,77.0,-77.0,1.626,0.268,-0.402,4.028,0.21,-0.09,293.92529,38.738979
K06349.01,KOI,FALSE POSITIVE,1.831829703,2.677e-06,-2.677e-06,7.289,0.111,-0.111,132.53923,0.00119,-0.00119,40509.0,554.0,-554.0,49.38,34.55,-34.54,2078.0,4410.65,13.061,5269.0,147.0,-133.0,2.183,1.527,-1.527,3.667,0.99,-0.33,294.16028,38.767429
K06350.01,KOI,FALSE POSITIVE,0.738527259,2.58e-07,-2.58e-07,1.2174,0.0182,-0.0182,132.024142,0.00032,-0.00032,422.9,4.0,-4.0,49.08,7.98,-14.81,2978.0,18549.81,12.997,5869.0,79.0,-79.0,2.313,0.376,-0.698,3.825,0.231,-0.099,294.25818,38.706928
K06351.01,KOI,FALSE POSITIVE,0.89627093,3.71e-07,-3.71e-07,2.2033,0.0246,-0.0246,131.668052,0.000352,-0.000352,66994.0,526.0,-526.0,43.47,9.9,-5.3,1733.0,2129.33,15.261,5551.0,166.0,-166.0,0.861,0.196,-0.105,4.493,0.081,-0.15,295.00464,38.775478
K06352.01,KOI,CANDIDATE,5.11683678,7.95e-05,-7.95e-05,3.119,0.399,-0.399,133.9134,0.0131,-0.0131,161.4,20.8,-20.8,1.16,0.36,-0.12,1039.0,275.15,15.221,5955.0,188.0,-208.0,0.91,0.28,-0.093,4.52,0.05,-0.212,295.73334,38.792011
K06480.01,KOI,FALSE POSITIVE,1.06100327,1.051e-05,-1.051e-05,1.675,0.219,-0.219,132.5257,0.0103,-0.0103,95.9,12.6,-12.6,0.94,0.36,-0.09,1793.0,2443.69,15.14,5966.0,168.0,-221.0,0.961,0.363,-0.089,4.493,0.043,-0.043,297.88528,40.097321
K06481.01,KOI,FALSE POSITIVE,0.922030594,3.57e-07,-3.57e-07,4.367,0.0208,-0.0208,132.076361,0.000326,-0.000326,13859.0,53.0,-53.0,49.63,14.85,-5.94,2194.0,5474.27,14.351,6484.0,154.0,-212.0,1.153,0.345,-0.138,4.386,0.06,-0.18,297.93069,40.014961
K06482.01,KOI,FALSE POSITIVE,611.09299,0.03092,-0.03092,15.22,1.3,-1.3,134.3101,0.0382,-0.0382,270.0,31.0,-31.0,1.53,0.59,-0.13,215.0,0.51,13.604,6032.0,146.0,-177.0,0.929,0.354,-0.081,4.508,0.039,-0.039,298.16547,40.005249
K06483.01,KOI,FALSE POSITIVE,24.714790706,6.56e-07,-6.56e-07,5.06776,0.00127,-0.00127,149.4927345,2.1e-05,-2.1e-05,208730.0,49.5,-49.5,112.24,23.33,-34.96,901.0,155.67,12.526,6300.0,173.0,-173.0,1.862,0.387,-0.58,3.982,0.247,-0.114,298.21442,40.0732
K06484.01,KOI,CANDIDATE,16.1191449,0.0003382,-0.0003382,3.039,0.415,-0.415,146.7978,0.0181,-0.0181,262.2,41.1,-41.1,1.34,0.51,-0.15,619.0,34.7,15.696,5319.0,223.0,-168.0,0.783,0.299,-0.087,4.514,0.082,-0.082,286.54742,40.150539
K06485.01,KOI,FALSE POSITIVE,3.6329347,,,2.3,,,131.88496,,,,,,,,,,10830.2,13.758,,,,,,,,,,288.35828,40.17466
K06486.01,KOI,FALSE POSITIVE,1.161947482,6.1e-08,-6.1e-08,4.46886,0.00368,-0.00368,132.2121368,4.23e-05,-4.23e-05,129900.0,86.9,-86.9,68.69,22.07,-16.55,2174.0,5300.4,13.14,6225.0,167.0,-204.0,1.457,0.468,-0.351,4.204,0.167,-0.204,293.53088,40.15049
K06487.01,KOI,FALSE POSITIVE,0.607191908,2.7e-08,-2.7e-08,1.30166,0.00885,-0.00885,132.0195301,3.66e-05,-3.66e-05,17369.0,29.3,-29.3,12.44,1.18,-1.06,1759.0,2251.28,15.428,5370.0,176.0,-176.0,0.671,0.064,-0.057,4.598,0.078,-0.052,293.99124,40.18964
K07881.01,KOI,FALSE POSITIVE,2.2502073,0.0001633,-0.0001633,2.203,0.384,-0.384,133.6127,0.00808,-0.00808,260.1,42.9,-42.9,19.94,2.07,-3.11,3637.0,41377.92,11.946,4507.0,90.0,-81.0,12.787,1.327,-1.99,2.391,0.027,-0.033,282.18466,44.359459
K06601.01,KOI,CANDIDATE,17.9925973,0.0001725,-0.0001725,2.762,0.289,-0.289,135.4545,0.00781,-0.00781,198.5,26.8,-26.8,1.62,0.46,-0.3,748.0,73.97,14.604,5931.0,160.0,-178.0,1.087,0.303,-0.202,4.351,0.148,-0.181,283.13373,40.852421
K06602.01,KOI,FALSE POSITIVE,0.648775795,1.1e-08,-1.1e-08,4.34648,0.0,0.0,131.7459799,1.36e-05,-1.36e-05,108820.0,8.2,-8.2,41.58,5.2,-3.8,1714.0,2038.54,10.201,5143.0,196.0,-179.0,0.776,0.097,-0.071,4.559,0.048,-0.072,283.77744,40.842037
K06603.01,KOI,FALSE POSITIVE,4.132521615,3.581e-06,-3.581e-06,12.4949,0.056,-0.056,132.892463,0.000716,-0.000716,156250.0,441.0,-441.0,93.1,23.16,-31.87,1628.0,1660.29,13.894,6567.0,183.0,-244.0,1.636,0.407,-0.56,4.045,0.329,-0.141,288.92068,40.881302
K06604.01,KOI,FALSE POSITIVE,410.88527,0.0122,-0.0122,24.1,1.1,-1.1,202.8127,0.0175,-0.0175,2059.6,95.5,-95.5,200346.0,14530.0,-77180.0,774.0,84.63,12.962,5015.0,75.0,-191.0,18.489,1.341,-7.123,2.34,0.03,-0.03,290.72864,40.866501
K06605.01,KOI,CANDIDATE,74.371666,0.007159,-0.007159,12.59,1.9,-1.9,187.379,0.102,-0.102,102.8,10.6,-10.6,2.39,1.12,-1.13,767.0,81.88,11.319,6865.0,244.0,-293.0,2.211,1.034,-1.047,3.742,0.474,-0.474,291.04001,40.84993
K06606.01,KOI,FALSE POSITIVE,0.938905082,4.7e-08,-4.7e-08,5.00453,0.00216,-0.00216,131.8411582,4.09e-05,-4.09e-05,358890.0,70.6,-70.6,205.64,50.47,-93.82,4281.0,79148.54,13.613,8615.0,239.0,-376.0,3.003,0.737,-1.37,3.784,0.405,-0.108,292.21927,40.89333
K06607.01,KOI,FALSE POSITIVE,0.93891532,1.156e-05,-1.156e-05,2.134,0.37,-0.37,131.83424,0.00937,-0.00937,39.1,5.8,-5.8,1.13,0.2,-0.24,2667.0,11944.88,13.91,6534.0,78.0,-85.0,1.797,0.311,-0.38,4.074,0.168,-0.112,292.22049,40.88567
K06608.01,KOI,FALSE POSITIVE,16.294213708,3.83e-07,-3.83e-07,6.01687,0.00039,-0.00039,143.1937219,1.92e-05,-1.92e-05,174010.0,29.6,-29.6,68.05,13.58,-12.37,929.0,176.22,14.203,6237.0,74.0,-80.0,1.508,0.301,-0.274,4.145,0.154,-0.126,292.51321,40.82756
K06609.01,KOI,FALSE POSITIVE,11.02520205,1.414e-06,-1.414e-06,12.8097,0.0064,-0.0064,131.715631,0.000106,-0.000106,429760.0,215.0,-215.0,164.02,52.48,-105.0,1294.0,663.18,12.113,6047.0,200.0,-164.0,2.3,0.736,-1.472,3.724,0.72,-0.18,295.43829,40.843578
K06737.01,KOI,FALSE POSITIVE,10.819169459,3.16e-07,-3.16e-07,5.50262,0.0008,-0.0008,132.9864665,2.38e-05,-2.38e-05,437140.0,75.9,-75.9,67.76,20.52,-8.75,850.0,123.51,14.342,5955.0,179.0,-179.0,0.991,0.3,-0.128,4.429,0.087,-0.203,288.29306,42.057369
K06738.01,KOI,FALSE POSITIVE,2.680514453,3.77e-07,-3.77e-07,3.21178,0.00676,-0.00676,132.598382,0.000116,-0.000116,195750.0,401.0,-401.0,48.86,14.67,-7.9,1431.0,989.89,14.746,6038.0,181.0,-181.0,1.076,0.323,-0.174,4.356,0.128,-0.192,288.53311,42.047619
K06739.01,KOI,CANDIDATE,19.164111,0.0002577,-0.0002577,2.773,0.451,-0.451,139.8244,0.013,-0.013,215.9,35.0,-35.0,1.11,0.14,-0.09,519.0,17.12,15.455,5103.0,153.0,-138.0,0.674,0.088,-0.052,4.65,0.033,-0.077,291.09485,42.002918
K06740.01,KOI,FALSE POSITIVE,1.053573674,1.37e-07,-1.37e-07,1.70116,0.0032,-0.0032,132.428012,0.00011,-0.00011,3063.0,4.6,-4.6,299.87,105.1,-144.5,4319.0,81969.77,12.97,5838.0,143.0,-245.0,7.385,2.589,-3.559,3.038,0.405,-0.135,291.87244,42.030499
K06741.01,KOI,FALSE POSITIVE,0.970085646,5.228e-06,-5.228e-06,1.129,0.181,-0.181,132.4088,0.00438,-0.00438,153.0,21.3,-21.3,18.65,2.23,-6.69,5119.0,162048.58,12.026,4555.0,54.0,-68.0,15.63,1.868,-5.604,2.346,0.196,-0.098,291.99316,42.049259
K06742.01,KOI,FALSE POSITIVE,63.52017525,1.76e-05,-1.76e-05,17.1759,0.0185,-0.0185,162.163605,0.000222,-0.000222,32548.0,22.1,-22.1,77.1,11.76,-23.56,745.0,72.92,14.985,4938.0,58.0,-107.0,4.33,0.661,-1.323,3.388,0.188,-0.101,292.27612,42.037739
K06743.01,KOI,FALSE POSITIVE,11.300987626,6.54e-07,-6.54e-07,10.5199,0.00247,-0.00247,801.4552005,2.48e-05,-2.48e-05,325700.0,66.6,-66.6,97.12,18.64,-18.65,1019.0,254.84,13.203,6143.0,83.0,-83.0,1.448,0.278,-0.278,4.165,0.159,-0.116,293.02563,42.001381
K06744.01,KOI,FALSE POSITIVE,0.92098747,,,2.04,,,131.87056,,,,,,,,,,27890.55,10.206,,,,,,,,,,293.08749,42.024651
K06869.01,KOI,FALSE POSITIVE,2.182515126,5.08e-07,-5.08e-07,6.8413,0.0115,-0.0115,132.354186,0.000192,-0.000192,114930.0,157.0,-157.0,128.15,22.33,-41.5,2703.0,12627.67,13.419,8051.0,225.0,-338.0,2.347,0.409,-0.76,3.966,0.227,-0.122,293.41541,42.917259
K06870.01,KOI,FALSE POSITIVE,2.659418888,8.9e-08,-8.9e-08,6.98414,0.00093,-0.00093,133.3208183,2.75e-05,-2.75e-05,305230.0,24.4,-24.4,61.52,17.95,-6.01,1352.0,789.69,14.905,6156.0,183.0,-202.0,0.932,0.272,-0.091,4.5,0.052,-0.208,293.8414,42.948139
K06871.01,KOI,FALSE POSITIVE,2.31610674,3.256e-05,-3.256e-05,3.347,0.337,-0.337,132.3383,0.0151,-0.0151,33.6,3.3,-3.3,0.7,0.21,-0.12,1559.0,1393.98,13.608,6025.0,181.0,-181.0,1.193,0.36,-0.21,4.3,0.153,-0.187,295.82541,42.941639
K06872.01,KOI,CANDIDATE,13.5164708,0.0003793,-0.0003793,2.628,0.458,-0.458,144.0259,0.0268,-0.0268,140.1,24.5,-24.5,0.88,0.27,-0.07,645.0,40.81,15.087,5442.0,175.0,-145.0,0.747,0.23,-0.054,4.6,0.03,-0.03,296.91513,42.905079
K06873.01,KOI,FALSE POSITIVE,0.948683571,7.304e-06,-7.304e-06,1.676,0.143,-0.143,131.88901,0.00749,-0.00749,150.9,13.5,-13.5,1.12,0.24,-0.11,1665.0,1815.32,15.8,5576.0,174.0,-194.0,0.852,0.187,-0.08,4.556,0.038,-0.152,296.93594,42.954231
K06874.01,KOI,FALSE POSITIVE,1.65546056,1.783e-05,-1.783e-05,3.52,0.228,-0.228,133.13661,0.00985,-0.00985,125.1,12.0,-12.0,0.9,0.2,-0.08,1331.0,743.75,15.876,5438.0,187.0,-187.0,0.82,0.181,-0.073,4.574,0.027,-0.153,297.7178,42.989311
K06875.01,KOI,FALSE POSITIVE,1.655472351,2.88e-07,-2.88e-07,5.09197,0.00864,-0.00864,133.126106,0.000143,-0.000143,174200.0,230.0,-230.0,125.25,24.75,-57.75,2546.0,9914.08,11.471,6725.0,183.0,-204.0,2.171,0.429,-1.001,3.86,0.428,-0.114,297.74109,42.99609
K06876.01,KOI,FALSE POSITIVE,4.50279037,,,6.72,,,134.1343,,,,,,,,,,1017.15,11.606,,,,,,,,,,283.18817,43.01564
K07000.01,KOI,FALSE POSITIVE,1.759276227,5.8e-08,-5.8e-08,3.19585,0.00326,-0.00326,132.0750778,2.74e-05,-2.74e-05,32091.0,4.6,-4.6,40.79,14.6,-4.87,1861.0,2828.82,12.984,6656.0,161.0,-221.0,1.232,0.441,-0.147,4.351,0.056,-0.224,295.22525,44.112679
K07001.01,KOI,FALSE POSITIVE,1.09206792,1.14e-05,-1.14e-05,1.646,0.309,-0.309,132.1066,0.0112,-0.0112,105.9,18.1,-18.1,0.74,0.07,-0.05,1320.0,715.46,15.924,4856.0,144.0,-144.0,0.728,0.068,-0.049,4.609,0.027,-0.054,295.54388,44.12537
K07002.01,KOI,CANDIDATE,4.83014159,1.861e-05,-1.861e-05,0.957,0.133,-0.133,134.64407,0.00342,-0.00342,192.0,24.0,-24.0,1.3,0.35,-0.15,1039.0,275.02,14.991,5693.0,152.0,-169.0,0.939,0.254,-0.109,4.467,0.078,-0.182,296.69574,44.150761
K07003.01,KOI,CANDIDATE,2.41194057,1.839e-05,-1.839e-05,1.787,0.291,-0.291,133.01849,0.0078,-0.0078,67.3,8.1,-8.1,1.35,0.21,-0.33,1654.0,1771.98,14.106,5598.0,83.0,-75.0,1.594,0.245,-0.398,4.045,0.203,-0.087,298.88669,44.11586
K07004.01,KOI,FALSE POSITIVE,1.613014741,1.85e-07,-1.85e-07,4.39594,0.00538,-0.00538,131.7482916,9.44e-05,-9.44e-05,152120.0,137.0,-137.0,157.33,21.69,-65.1,3145.0,23173.2,12.146,7832.0,216.0,-325.0,2.779,0.383,-1.15,3.836,0.352,-0.088,300.33246,44.144138
K07005.01,KOI,FALSE POSITIVE,6.2089181,0.0001126,-0.0001126,2.292,0.399,-0.399,136.6828,0.0148,-0.0148,1664.0,242.0,-242.0,9.2,5.25,-4.48,1378.0,853.5,16.984,5548.0,210.0,-227.0,2.113,1.207,-1.028,3.797,0.515,-0.515,301.21725,44.13343
K07006.01,KOI,FALSE POSITIVE,0.77996263,1.012e-05,-1.012e-05,3.369,0.575,-0.575,132.1472,0.0126,-0.0126,25.7,2.8,-2.8,0.83,0.37,-0.28,2607.0,10919.82,13.417,6002.0,173.0,-183.0,1.629,0.732,-0.539,4.032,0.31,-0.31,301.36261,44.173409
K07007.01,KOI,CANDIDATE,0.800263219,2.206e-06,-2.206e-06,0.729,0.102,-0.102,132.06684,0.00238,-0.00238,170.5,16.4,-16.4,0.77,0.06,-0.08,1240.0,561.84,15.695,4336.0,118.0,-144.0,0.59,0.045,-0.061,4.656,0.059,-0.027,284.77267,44.249371
K07135.01,KOI,FALSE POSITIVE,18.646323091,1.641e-06,-1.641e-06,8.853,0.00375,-0.00375,139.0920079,7.11e-05,-7.11e-05,231000.0,86.6,-86.6,213.31,60.66,-141.5,1194.0,480.54,13.729,5786.0,192.0,-175.0,3.478,0.989,-2.307,3.542,0.752,-0.141,300.89032,45.403431
K07136.01,KOI,CANDIDATE,441.17369,0.04754,-0.04754,14.82,2.9,-2.9,374.0092,0.0473,-0.0473,702.0,110.0,-110.0,2.27,0.86,-0.17,217.0,0.52,15.632,5610.0,171.0,-162.0,0.858,0.326,-0.064,4.551,0.027,-0.027,290.30801,45.598412
K07137.01,KOI,FALSE POSITIVE,3.6673005,5.173e-05,-5.173e-05,3.373,0.563,-0.563,133.1255,0.0133,-0.0133,144.9,19.7,-19.7,0.62,0.07,-0.06,627.0,36.42,15.826,3823.0,84.0,-50.0,0.519,0.06,-0.05,4.729,0.06,-0.06,292.78583,45.585789
K07138.01,KOI,FALSE POSITIVE,3.044771557,2.17e-07,-2.17e-07,11.0593,0.00412,-0.00412,132.436907,5.91e-05,-5.91e-05,487820.0,237.0,-237.0,231.93,56.16,-112.3,2816.0,14849.39,12.146,8199.0,199.0,-370.0,3.163,0.766,-1.532,3.747,0.416,-0.104,293.69333,45.517021
K07139.01,KOI,FALSE POSITIVE,0.773144492,3.1e-08,-3.1e-08,4.05643,0.0058,-0.0058,131.6393074,3.42e-05,-3.42e-05,215960.0,42.8,-42.8,107.13,34.27,-34.27,2860.0,15791.97,13.833,6413.0,177.0,-243.0,1.91,0.611,-0.611,4.038,0.258,-0.172,295.28845,45.518337
